name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Cyanobacterium aponinum	379064	species	4176973	2	1	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	4	4	0.0
Sphaerochaeta	399320	genus	0	1	0	0.0
Virgibacillus sp. SK37	403957	species	3841730	5	0	0.0
Shewanella piezotolerans	404011	species	5396476	1	1	0.0
Salinicoccus halodurans	407035	species	2778379	3	1	1.87466e-12
Chloracidobacterium thermophilum	458033	species	3695372	1	1	0.0
Singulisphaera acidiphila	466153	species	9755686	2	0	0.0
Myroides profundi	480520	species	4064534	2	0	0.0
Pelosinus sp. UFO1	484770	species	5115410	5	4	0.0
Bacillus methylotrophicus	492670	species	5027957	9	3	1.15649e-06
Campylobacter subantarcticus	497724	species	1817765	5	4	0.0
Eggerthella sp. YY7918	502558	species	3123671	1	0	0.0
Methylacidiphilum infernorum	511746	species	2287145	1	1	0.0
Dictyoglomus turgidum	513050	species	1855560	1	0	0.0
Bacillus cytotoxicus	580165	species	4094159	33	0	0.0
Terribacillus aidingensis	586416	species	3577082	2	0	0.0
Methylacidiphilum fumariolicum	591154	species	2476671	1	1	0.0
Halanaerobium hydrogeniformans	656519	species	2613117	3	0	0.0
Bacillus sp. 1NLA3E	666686	species	4815602	3	0	0.0
Cafeteria roenbergensis virus BV-PW1	693272	leaf	617453	1	1	0.0
Winogradskyella sp. PG-2	754409	species	3811479	1	1	0.0
Methylophaga nitratireducenticrescens	754476	species	3137191	1	1	0.0
Weissella ceti	759620	species	4135763	5	3	0.0
Methanobacterium paludis	868131	species	2546541	1	1	0.0
Peptoniphilus sp. 1-1	875453	species	1601846	1	1	0.0
Mageeibacillus indolicus	884684	species	1809746	2	1	0.0
Marinomonas posidonica	936476	species	3899940	14	14	0.0
Leuconostoc sp. C2	979982	species	1877273	1	0	0.0
Staphylococcus argenteus	985002	species	2787638	722	32	6.85858e-30
Staphylococcus agnetis	985762	species	2503399	92	37	1.26547e-21
Candidatus Kinetoplastibacterium oncopeltii	994696	species	810172	1	1	0.0
Campylobacter volucris	1031542	species	1517949	1	0	0.0
Clostridium sp. SY8519	1042156	species	2835737	1	0	0.0
Bacillus sp. JS	1127744	species	4120406	5	0	0.0
Lysinibacillus varians	1145276	species	4662822	6	4	0.0
Microcoleus sp. PCC 7113	1173027	species	7966510	1	0	0.0
Celeribacter indicus	1208324	species	4969388	1	0	0.0
Frischella perrara	1267021	species	2692351	1	1	0.0
Salinispira pacifica	1307761	species	3782798	1	0	0.0
Acinetobacter equi	1324350	species	3054269	1	0	0.0
Pseudoalteromonas sp. OCN003	1348114	species	4815987	1	1	0.0
Exiguobacterium sp. MH3	1399115	species	3164195	1	0	0.0
Bacillus sp. Pc3	1446792	species	3982168	1	0	0.0
Jeotgalicoccus sp. 13MG44_air	1461582	species	2191063	13	8	2.65386e-06
Geobacillus sp. LC300	1519377	species	3532580	1	0	0.0
Planococcus sp. PAMC 21323	1526927	species	3199864	2	0	0.0
Treponema sp. OMZ 838	1539298	species	2708067	1	0	0.0
Lactobacillus sp. wkB8	1545702	species	1932531	2	1	0.0
Bacillus sp. BH072	1570330	species	4069641	2	0	0.0
Bacillus sp. YP1	1574141	species	4153566	6	0	0.0
Verrucomicrobia bacterium L21-Fru-AB	1609981	species	2949723	2	2	0.0
Paenibacillus bovis	1616788	species	5354277	1	0	0.0
Bacillus sp. LM 4-2	1628753	species	4069266	6	0	0.0
Herbinix sp. SD1D	1679721	species	2609352	2	1	0.0
Staphylococcus phage SPbeta-like	1732063	species	127726	143	0	1.6254e-13
