name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Kingella	32257	genus	0	14	0	0.0
Coriobacterium glomerans	33871	species	2115681	1	0	0.0
Rahnella aquatilis	34038	species	5656799	6	0	0.0
Citrobacter amalonaticus	35703	species	5875351	363	8	1.70134e-47
Enterobacteria phage HK97	37554	species	39732	18	0	3.02889e-30
Aliivibrio salmonicida	40269	species	4655660	1	1	0.0
Stenotrophomonas maltophilia	40324	species	6512435	1	1	0.0
Xenorhabdus bovienii	40576	species	4523083	5	2	0.0
Xenorhabdus poinarii	40577	species	3659523	1	0	0.0
Rubrobacter radiotolerans	42256	species	3267233	1	0	0.0
Roseobacter litoralis	42443	species	4745450	1	0	0.0
Butyrivibrio proteoclasticus	43305	species	4404886	1	0	0.0
Pseudomonas denitrificans	43306	species	5696307	2	0	0.0
Pseudoalteromonas rubra	43658	species	5913780	1	0	0.0
Ferrimonas	44011	genus	0	1	0	0.0
Ferrimonas balearica	44012	species	4279159	2	0	0.0
Sulfurospirillum barnesii	44674	species	2510109	5	0	0.0
Pseudomonas oryzihabitans	47885	species	4834356	1	1	0.0
Serratia fonticola	47917	species	12326310	6	0	3.08389e-59
Verrucomicrobiales	48461	order	0	1	0	0.0
Wigglesworthia glossinidia	51229	species	711269	2	1	0.0
Meiothermus silvanus	52022	species	3721669	1	1	0.0
Pantoea	53335	genus	0	167	0	0.0
Raoultella ornithinolytica	54291	species	5460097	144	4	1.96076e-46
Pelagibacterales	54526	order	0	2	0	0.0
Salmonella bongori	54736	species	4542714	336	15	2.22881e-06
Magnetospirillum gryphiswaldense	55518	species	4365796	1	0	0.0
Enterobacteria phage SfV	55884	species	37074	167	15	2.90517e-22
Burkholderia thailandensis	57975	species	6738659	1	1	0.0
Alcanivorax	59753	genus	0	69	0	0.0
Alcanivorax borkumensis	59754	species	3120143	3	0	0.0
Shewanella amazonensis	60478	species	4306142	1	0	0.0
Desulfobacca acetoxidans	60893	species	3282536	2	0	0.0
Enterobacter asburiae	61645	species	8229534	787	81	0.000202243
Pluralibacter gergoviae	61647	species	5489680	89	1	1.36094e-48
Kluyvera intermedia	61648	species	6166452	175	19	7.12188e-50
Shewanella baltica	62322	species	5379488	3	3	0.0
Sodalis glossinidius	63612	species	4292502	1	1	0.0
Sulfurospirillum deleyianum	65553	species	2306351	5	0	0.0
Shigella phage SfII	66284	species	41475	1279	66	0
Sulfurospirillum multivorans	66821	species	3175729	5	0	0.0
Edwardsiella ictaluri	67780	species	3812301	1	0	0.0
Citrobacter rodentium	67825	species	5444283	828	13	1.72468e-19
Streptomyces albulus	68570	species	9578489	1	1	0.0
Shewanella pealeana	70864	species	5174581	1	1	0.0
Thermaerobacter marianensis	73919	species	2844696	1	0	0.0
Mannheimia	75984	genus	0	1	0	0.0
Mannheimia haemolytica	75985	species	2934797	3	0	0.0
Erwinia pyrifoliae	79967	species	4072846	7	0	0.0
Burkholderiales	80840	order	0	163	0	0.0
Herbaspirillum rubrisubalbicans	80842	species	5611261	1	0	0.0
Frateuria aurantia	81475	species	3603458	1	1	0.0
Pragia fontium	82985	species	4094629	1	1	0.0
Serratia plymuthica	82996	species	5457059	9	1	0.0
Leclercia adecarboxylata	83655	species	4803917	68	3	2.01678e-47
Desulfotalea psychrophila	84980	species	3659634	1	1	0.0
Mannheimia varigena	85404	species	2249726	8	4	4.33318e-06
Achromobacter xylosoxidans	85698	species	6767796	45	0	0.0
Saccharophagus degradans	86304	species	5057531	1	0	0.0
Bacillus weihenstephanensis	86662	species	5740546	17	0	2.89297e-132
[Brevibacterium] flavum	92706	species	3338699	2	0	2.91878e-06
Pandoraea	93217	genus	0	1	0	0.0
Burkholderia cenocepacia	95486	species	10245346	1	1	0.0
Legionella fallonii	96230	species	4434890	2	0	0.0
Enterobacteria phage VT2-Sakai	97081	leaf	60942	1	0	0.0
Candidatus Blochmannia pennsylvanicus	101534	species	791654	7	0	0.0
Enterobacteria phage phiP27	103807	species	42575	65	1	4.82452e-31
Mycobacterium vanbaalenii	110539	species	6491865	1	1	0.0
Candidatus Carsonella ruddii	114186	species	157543	1	0	0.0
Cupriavidus metallidurans	119219	species	6913352	1	1	0.0
Pectobacterium	122277	genus	0	19	0	0.0
Caldilinea aerophila	133453	species	5144873	1	0	0.0
secondary endosymbiont of Heteropsylla cubana	134287	species	1121596	17	4	0.0
Opitutaceae	134623	family	0	1	0	0.0
Idiomarina loihiensis	135577	species	2839538	2	2	0.0
Nitrosomonas sp. AL212	153948	species	3337023	5	4	0.0
Salmonella phage HK620	155148	species	38297	2	0	3.20898e-44
Pseudomonas parafulva	157782	species	5087619	1	0	0.0
Chromohalobacter salexigens	158080	species	3696649	1	0	0.0
Hahella chejuensis	158327	species	7215267	7	7	0.0
Cedecea neteri	158822	species	23867322	55	7	6.69144e-66
Candidatus Ishikawaella capsulata	168169	species	754729	2	1	0.0
Tistrella mobilis	171437	species	6512983	1	1	0.0
Thermodesulfatator indicus	171695	species	2322224	2	0	0.0
Pseudothermotoga lettingae	177758	species	2135342	1	0	0.0
Erwinia billingiae	182337	species	5372268	4	0	1.57063e-50
Candidatus Baumannia cicadellinicola	186490	species	1040878	13	2	0.0
Lambdalikevirus	186765	genus	0	89	0	0.0
P22likevirus	186794	genus	0	14	0	0.0
Lactobacillales	186826	order	0	2	0	0.0
Vibrio coralliilyticus	190893	species	11770618	1	1	0.0
Deferribacterales	191393	order	0	2	0	0.0
Stx2 converting phage II	194949	leaf	62706	1	0	0.0
Enterobacteria phage BP-4795	196242	species	57930	26	2	0.000342502
Candidatus Pelagibacter	198251	genus	0	1	0	0.0
Pseudomonas trivialis	200450	species	6452803	1	1	0.0
Candidatus Blochmannia	203804	genus	0	10	0	0.0
Candidatus Blochmannia floridanus	203907	species	705557	7	0	0.0
Dickeya	204037	genus	0	1	0	0.0
Dickeya dadantii	204038	species	4870598	11	1	3.60249e-49
Dickeya zeae	204042	species	4532364	4	0	2.27324e-48
Nitrosomonadaceae	206379	family	0	2	0	0.0
Escherichia albertii	208962	species	4679521	11185	227	5.82469e-05
Erwinia sp. Ejp617	215689	species	3957675	39	20	1.81431e-05
Klebsiella variicola	244366	species	10894097	140	13	2.40507e-17
Candidatus Blochmannia vafer	251535	species	722585	7	0	0.0
Candidatus Blochmannia chromaiodes	251542	species	791219	7	0	0.0
Mahella australiensis	252966	species	3135972	1	0	0.0
Arthrobacter arilaitensis	256701	species	3918308	1	1	0.0
Streptococcus pseudopneumoniae	257758	species	2195458	1	0	3.64691e-14
Desulfatibacillum alkenivorans	259354	species	6517073	1	0	0.0
Yersinia aleksiciae	263819	species	4000307	4	2	0.0
Alcanivorax dieselolei	285091	species	4928223	1	0	0.0
Jannaschia sp. CCS1	290400	species	4404049	1	1	0.0
Photorhabdus asymbiotica	291112	species	5094138	6	2	0.0
Thermosediminibacter oceani	291990	species	2280035	1	0	0.0
Frankia sp. EAN1pec	298653	species	8982042	2	1	0.0
Phaeobacter	302485	genus	0	1	0	0.0
Alteromonas mediterranea	314275	species	4576285	9	8	0.0
Methylobacterium oryzae	334852	species	6286629	1	1	0.0
Erwinia tasmaniensis	338565	species	4067864	5	3	0.0
Enterobacteria phage T4 sensu lato	348604	species	168903	1	0	0.0
Shewanella sp. W3-18-1	351745	species	4708380	1	0	0.0
Verminephrobacter eiseniae	364317	species	5597943	1	1	0.0
Sulfurospirillum cavolei	366522	species	2698323	5	1	0.0
Yersinia similis	367190	species	4964409	1	1	0.0
Enterobacteria phage 933W sensu lato	374810	species	61042	33	0	0.0
Cyanobacterium aponinum	379064	species	4176973	1	0	0.0
Stx2-converting phage 86	379329	species	60238	12	0	6.47812e-47
Enterobacter sp. 638	399742	species	4676461	44	2	8.54312e-47
Cronobacter	413496	genus	0	52	0	0.0
Cronobacter dublinensis	413497	species	4628405	10	1	0
Cronobacter muytjensii	413501	species	4364114	28	1	2.24211e-06
Cronobacter turicensis	413502	species	4599092	13	2	4.25427e-06
Cronobacter malonaticus	413503	species	4473761	8	0	1.63517e-15
Enterobacteria phage cdtI	414970	species	47021	187	0	9.97687e-15
Puniceicoccaceae	415002	family	0	1	0	0.0
Rhizobium sp. IRBG74	424182	species	5464982	1	0	0.0
Enterobacteria phage HK106	432198	species	41468	23	0	1.10062e-46
Enterobacteria phage HK542	432200	species	38964	9	0	2.74008e-60
Enterobacteria phage HK544	432201	species	40155	43	1	1.09016e-38
Simiduia agarivorans	447471	species	4300227	1	1	0.0
Thermus parvatiensis	456163	species	2016098	1	0	4.83356e-06
Pantoea vagans	470934	species	4888338	3	0	1.94442e-46
Bibersteinia	476528	genus	0	7	0	0.0
Pelosinus sp. UFO1	484770	species	5115410	1	1	0.0
Serratia sp. SCBI	488142	species	5101896	9	5	7.3787e-50
Enterobacteria phage Min27	489779	leaf	63395	120	0	1.60525e-27
Azospirillum thiophilum	528244	species	7609458	1	0	0.0
Cronobacter universalis	535744	species	4436873	11	0	2.79736e-11
beta proteobacterium CB	543913	species	2045720	1	0	0.0
Stx2-converting phage 1717	563769	species	62147	160	2	0.000104851
Enterobacteria phage YYZ-2008	564886	species	54896	101	1	4.24101e-27
Photorhabdus temperata	574560	species	5147098	4	0	0.0
Polynucleobacter necessarius	576610	species	1915417	1	0	0.0
Alteromonas australica	589873	species	8766305	3	3	0.0
Pantoea sp. At-9b	592316	species	6312783	5	1	1.69257e-49
Bifidobacterium kashiwanohense	630129	species	2354106	1	1	0.0
Francisella noatunensis	657445	species	2229531	1	1	0.0
Escherichia phage D108	665033	species	37235	41	0	1.29599e-32
Agarivorans gilvus	680279	species	4416600	2	2	0.0
Caldisericum exile	693075	species	1558103	1	1	0.0
Enterobacteriaceae bacterium strain FGI 57	693444	species	4762179	524	40	3.28909e-05
cyanobacterium endosymbiont of Epithemia turgida	718217	species	2794318	1	1	0.0
Rahnella sp. Y9602	741091	species	5614252	8	0	0.0
Methylophaga nitratireducenticrescens	754476	species	3137191	3	0	0.0
Methylophaga frappieri	754477	species	2745290	2	0	0.0
Candidatus Puniceispirillum marinum	767892	species	2753527	2	0	0.0
Serratia sp. AS12	768490	species	5443009	8	1	1.01473e-25
Serratia sp. AS13	768493	species	5442549	5	0	0.0
alpha proteobacterium HIMB5	859653	species	1343202	1	0	0.0
Stx2 converting phage vB_EcoP_24B	866553	leaf	57677	64	0	2.85286e-31
Plautia stali symbiont	891974	species	4092852	15	10	3.10297e-25
Escherichia phage HK75	906668	species	36661	2	0	7.72644e-34
Enterobacteria phage VT2phi_272	936054	species	65955	14	0	9.71571e-44
Candidatus Moranella endobia	1048758	species	538248	2	0	0.0
Pantoea rwandensis	1076550	species	4327607	5	0	2.59639e-45
Enterobacteria phage IME10	1090133	species	39646	300	0	1.38495e-18
Alcanivorax sp. NBRC 101098	1113728	species	3095417	3	0	0.0
Escherichia phage TL-2011b	1124654	species	44784	249	3	4.08757e-22
Salmonella phage SPN9CC	1127357	species	40128	43	0	1.1321e-36
Klebsiella michiganensis	1134687	species	5107633	21	8	1.03253e-48
Salmonella phage SPN3UB	1147140	species	47355	1	0	0.0
Enterobacteria phage HK140	1147143	species	40710	33	0	2.12845e-26
Enterobacteria phage HK446	1147145	species	39026	6	0	3.55141e-28
Enterobacteria phage HK630	1147146	species	47090	4	0	1.48299e-31
Enterobacteria phage HK633	1147147	species	41528	2	0	8.83698e-35
Enterobacteria phage HK629	1147148	species	47288	28	0	3.04757e-28
Enterobacteria phage mEp043 c-1	1147149	species	42780	35	0	4.63158e-28
Enterobacteria phage mEp237	1147151	species	44375	8	0	4.26273e-34
Enterobacteria phage mEp460	1147152	species	44510	201	10	0.00335949
Enterobacteria phage mEpX2	1147154	species	38759	3	0	1.96512e-34
Enterobacterial phage mEp213	1147156	species	44120	2	0	0.0
Enterobacterial phage mEp234	1147157	species	39578	124	7	0.000780349
Kosakonia sacchari	1158459	species	4902024	61	2	5.79637e-48
Cronobacter condimenti	1163710	species	4499482	13	1	1.8505e-47
Enterobacter sp. R4-368	1166130	species	5155034	50	4	4.52787e-48
Salmonella phage vB_SosS_Oslo	1168549	species	49116	8	0	0.0
Gilliamella apicola	1196095	species	3139412	1	0	0.0
Enterococcus phage EfaCPT1	1204540	species	40923	1	0	0.0
Pseudomonas sp. UW4	1207075	species	6183388	1	1	0.0
Enterobacteria phage SfI	1225789	species	38389	320	16	0.00217322
Candidatus Pantoea carbekii	1235990	species	2348022	2	0	0
Sodalis praecaptivus	1239307	species	5159425	3	1	0.0
Edwardsiella piscicida	1263550	species	3857040	1	0	0.0
Candidatus Endolissoclinum faulkneri	1263979	species	1499913	2	0	0.0
Frischella perrara	1267021	species	2692351	1	0	0.0
Photobacterium gaetbulicola	1295392	species	5909413	8	2	0.0
Alcanivorax pacificus	1306787	species	4168427	3	0	0.0
Serratia sp. FS14	1327989	species	5249875	2	1	0.0
Enterobacter lignolyticus	1334193	species	4814049	150	25	4.19703e-06
Shigella phage SfIV	1407493	species	39758	296	0	1.70236e-17
Candidatus Tachikawaea gelatinosa	1410383	species	708439	1	1	0.0
Pseudomonas sp. TKP	1415630	species	7012672	1	0	0.0
Candidatus Thioglobus singularis	1427364	species	1714148	1	0	0.0
Pantoea sp. PSNIH2	1484157	species	4967343	449	31	2.36287e-45
Pantoea sp. PSNIH1	1484158	species	4410683	478	3	4.7253e-45
Candidatus Sodalis pierantonius	1486991	species	4513140	4	1	0.0
Pseudomonas sp. Os17	1500686	species	6885464	2	2	0.0
Enterobacteria phage Sf101	1524881	species	38742	520	6	1.80452e-14
Enterobacter sp. E20	1560339	species	4763114	50	0	4.74009e-47
Enterobacteria phage SfMu	1567022	species	37146	60	0	1.31274e-27
Enterobacteria phage P88	1567486	species	35814	6	0	8.91176e-38
Edwardsiella sp. EA181011	1578828	species	3934167	1	0	4.55037e-47
Spongiibacter sp. IMCC21906	1620392	species	3481669	2	0	0.0
Hoeflea sp. IMCC20628	1620421	species	5119813	2	0	0.0
Chania multitudinisentens	1639108	species	5488183	6	0	2.29075e-50
Salmonella phage SEN22	1647458	species	41337	64	0	6.46452e-16
Salmonella phage SEN34	1647463	species	40740	3	0	1.28654e-48
Actinobacteria bacterium IMCC26256	1650658	species	2461858	1	0	0.0
Enterococcus phage vB_IME196	1747289	species	38886	1	0	0.0
Paucibacter sp. KCTC 42545	1768242	species	5169161	1	1	0.0
