name	taxID	taxRank	genomeSize	numReads	numUniqueReads	abundance
Streptococcus constellatus	76860	species	1954077	10	0	5.29379e-42
Mycobacterium canettii	78331	species	4482059	1	0	0.0
Bacillus clausii	79880	species	4300106	1	0	0.0
Brachyspira intermedia	84377	species	3308048	1	1	0.0
Mannheimia varigena	85404	species	2249726	3	0	0.0
Thermacetogenium phaeum	85874	species	2939057	1	0	0.0
Bacillus weihenstephanensis	86662	species	5740546	2	2	0.0
Aerococcus christensenii	87541	species	1634920	1	0	0.0
Thermotoga naphthophila	93930	species	1809823	1	0	0.0
Thysanoplusia orichalcea nucleopolyhedrovirus	101850	species	132978	1	1	0.0
Exiguobacterium antarcticum	132920	species	2815863	1	0	7.80147e-112
Leuconostoc kimchii	136609	species	2101787	1	0	0.0
Helicobacter cetorum	138563	species	1903950	1	1	0.0
[Eubacterium] sulci	143393	species	1739380	1	0	0.0
Corynebacterium kroppenstedtii	161879	species	2446804	1	0	0.0
Pseudoalteromonas translucida	166935	species	4147593	2	2	0.0
Thermodesulfatator indicus	171695	species	2322224	1	1	0.0
Thermococcus sibiricus	172049	species	1845800	1	1	0.0
Temperate phage phiNIH1.1	173707	species	43106	41	2	5.56647e-15
Oceanobacillus iheyensis	182710	species	3630528	2	2	0.0
Thalassolituus oleivorans	187493	species	3842190	3	3	0.0
Anoxybacillus gonensis	198467	species	2803668	1	1	0.0
Clostridium carboxidivorans	217159	species	5752782	1	1	0.0
Klebsiella variicola	244366	species	10894097	1	0	0.0
Staphylococcus equorum	246432	species	2822193	1963	211	1.84348e-05
Kangiella koreensis	261964	species	2852073	1	1	0.0
Staphylococcus pseudintermedius	283734	species	2653018	261	192	3.25539e-63
Psychromonas sp. CNPT3	314282	species	3052410	1	1	0.0
Exiguobacterium sibiricum	332410	species	3040786	1	0	1.14245e-112
Oenococcus kitaharae	336988	species	1842238	1	0	0.0
Chlorobium chlorochromatii	337090	species	2572079	1	1	0.0
Cyanothece sp. PCC 7425	395961	species	5786110	3	3	0.0
Virgibacillus sp. SK37	403957	species	3841730	2	0	0.0
Streptococcus phage phi3396	423476	species	38528	2	1	0.0
Bdellovibrio exovorus	453816	species	2657893	1	0	0.0
Chloracidobacterium thermophilum	458033	species	3695372	1	1	0.0
Pelosinus sp. UFO1	484770	species	5115410	1	1	0.0
Bacillus methylotrophicus	492670	species	5027957	2	0	0.0
Campylobacter subantarcticus	497724	species	1817765	2	2	0.0
Bacillus cytotoxicus	580165	species	4094159	11	0	0.0
Methylophaga frappieri	754477	species	2745290	1	1	0.0
Clostridium sp. BNL1100	755731	species	4613747	1	1	0.0
Weissella ceti	759620	species	4135763	4	1	4.16914e-06
Peptoniphilus sp. 1-1	875453	species	1601846	2	2	0.0
Marinomonas posidonica	936476	species	3899940	9	9	0.0
Leuconostoc sp. C2	979982	species	1877273	1	0	0.0
Dokdonia sp. 4H-3-7-5	983548	species	3389993	1	1	0.0
Staphylococcus argenteus	985002	species	2787638	258	15	3.56692e-64
Staphylococcus agnetis	985762	species	2503399	30	16	4.83794e-41
Bacillus sp. JS	1127744	species	4120406	2	0	0.0
Lysinibacillus varians	1145276	species	4662822	2	2	0.0
Mesotoga prima	1184387	species	2975953	1	1	0.0
Frischella perrara	1267021	species	2692351	1	1	0.0
Enterococcus phage IME_EF3	1416012	species	41687	1	1	0.0
Candidatus Thioglobus singularis	1427364	species	1714148	1	1	0.0
Jeotgalicoccus sp. 13MG44_air	1461582	species	2191063	3	3	0.0
Bacillus sp. YP1	1574141	species	4153566	2	0	0.0
Bacillus sp. LM 4-2	1628753	species	4069266	2	0	0.0
Staphylococcus phage SPbeta-like	1732063	species	127726	49	0	3.94704e-16
